timestamp,ac_kwh,fan_1_kwh,fan_2_kwh,fan_3_kwh,fan_4_kwh,fridge_kwh,hrs_kwh,induction-stove_kwh,iron-box_kwh,light_1_kwh,light_2_kwh,light_3_kwh,light_4_kwh,light_5_kwh,mixi_kwh,tv_kwh,unit_kwh_kwh,washing-machine_kwh,water-pump_kwh,total_kwh
1715642100,0.0002,0.0047,0.0096,0.0129,0.0001,0.0323,0.0002,0.0003,0.0001,0.0001,0.0001,0.0001,0.0002,0.0141,0.0002,0.0001,0.0002,0.0001,0.0003,0.0759
1715643000,0.0001,0.0047,0.0097,0.0129,0.0002,0.0323,0.0001,0.0001,0.0001,0.0,0.0002,0.0001,0.0001,0.0139,0.0002,0.0002,0.0002,0.0002,0.0002,0.0755
1715643900,0.0001,0.0047,0.0097,0.013,0.0001,0.0322,0.0002,0.0002,0.0002,0.0002,0.0001,0.0002,0.0001,0.0142,0.0002,0.0002,0.0003,0.0002,0.0001,0.0762
1715644800,0.0003,0.0048,0.0097,0.013,0.0001,0.0321,0.0002,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0139,0.0001,0.0001,0.0002,0.0001,0.0001,0.0755
1715645700,0.0003,0.0047,0.0096,0.0129,0.0,0.0323,0.0002,0.0003,0.0003,0.0002,0.0001,0.0002,0.0003,0.014,0.0001,0.0001,0.0001,0.0001,0.0002,0.076
1715646600,0.0002,0.0004,0.0062,0.0015,0.0003,0.0221,0.0001,0.0361,0.0113,0.0012,0.002,0.0011,0.0006,0.0003,0.0015,0.0002,0.0001,0.0013,0.0111,0.0976
1715647500,0.0003,0.0005,0.0063,0.0013,0.0003,0.0221,0.0001,0.0363,0.0113,0.0011,0.0021,0.0011,0.0004,0.0001,0.0016,0.0003,0.0002,0.0013,0.0111,0.0978
1715648400,0.0003,0.0006,0.0061,0.0015,0.0004,0.0221,0.0001,0.0361,0.0112,0.0011,0.002,0.0012,0.0004,0.0002,0.0014,0.0002,0.0001,0.0014,0.0111,0.0975
1715649300,0.0002,0.0005,0.0063,0.0014,0.0004,0.0221,0.0001,0.0362,0.0113,0.0011,0.002,0.001,0.0004,0.0001,0.0015,0.0003,0.0002,0.0012,0.0109,0.0972
1715650200,0.0001,0.0006,0.0061,0.0015,0.0004,0.0222,0.0002,0.0361,0.0112,0.0011,0.0021,0.0011,0.0004,0.0003,0.0016,0.0002,0.0003,0.0014,0.011,0.0979
1715651100,0.0001,0.0005,0.0062,0.0015,0.0003,0.022,0.0002,0.0362,0.0112,0.0011,0.002,0.0012,0.0005,0.0001,0.0016,0.0003,0.0003,0.0013,0.0111,0.0977
1715652000,0.0002,0.0006,0.0063,0.0015,0.0003,0.022,0.0003,0.0361,0.0111,0.001,0.002,0.0011,0.0004,0.0002,0.0016,0.0003,0.0001,0.0014,0.0109,0.0974
1715652900,0.0002,0.0006,0.0062,0.0015,0.0003,0.0222,0.0001,0.0361,0.0112,0.0011,0.002,0.0011,0.0004,0.0003,0.0016,0.0002,0.0002,0.0014,0.011,0.0977
1715653800,0.0001,0.0006,0.0062,0.0014,0.0004,0.022,0.0002,0.0361,0.0111,0.0012,0.0021,0.0012,0.0005,0.0002,0.0015,0.0002,0.0001,0.0014,0.011,0.0975
1715654700,0.0003,0.0005,0.0062,0.0015,0.0004,0.0222,0.0001,0.0361,0.0112,0.0011,0.0021,0.0011,0.0005,0.0003,0.0014,0.0001,0.0001,0.0012,0.011,0.0974
1715655600,0.0003,0.0005,0.0062,0.0014,0.0003,0.0222,0.0001,0.0361,0.0111,0.0011,0.002,0.001,0.0005,0.0001,0.0016,0.0002,0.0001,0.0013,0.011,0.0971
1715656500,0.0001,0.0005,0.0062,0.0014,0.0003,0.0221,0.0001,0.0362,0.0113,0.0012,0.0021,0.001,0.0004,0.0003,0.0016,0.0001,0.0001,0.0014,0.011,0.0974
1715657400,0.0002,0.0006,0.0061,0.0015,0.0004,0.0221,0.0001,0.0361,0.0112,0.0011,0.002,0.0012,0.0006,0.0002,0.0015,0.0002,0.0001,0.0014,0.0111,0.0977
1715658300,0.0002,0.0005,0.0062,0.0014,0.0004,0.0221,0.0001,0.0362,0.0113,0.0011,0.002,0.0011,0.0005,0.0002,0.0014,0.0002,0.0001,0.0013,0.011,0.0973
1715659200,0.0001,0.0006,0.0062,0.0013,0.0004,0.0222,0.0001,0.0362,0.0113,0.0011,0.0021,0.001,0.0006,0.0002,0.0016,0.0003,0.0001,0.0014,0.011,0.0978
1715660100,0.0001,0.0004,0.0061,0.0014,0.0005,0.0222,0.0001,0.0362,0.0112,0.0012,0.0021,0.0011,0.0004,0.0001,0.0016,0.0001,0.0001,0.0012,0.011,0.0971
1715661000,0.0002,0.0004,0.0062,0.0013,0.0004,0.0222,0.0002,0.036,0.0113,0.0012,0.002,0.001,0.0004,0.0002,0.0016,0.0001,0.0003,0.0013,0.011,0.0973
1715661900,0.0002,0.0004,0.0062,0.0015,0.0004,0.0222,0.0001,0.0363,0.0113,0.0012,0.0021,0.0012,0.0005,0.0,0.0014,0.0003,0.0002,0.0014,0.0109,0.0978
1715662800,0.0003,0.0005,0.0062,0.0013,0.0003,0.0221,0.0001,0.0361,0.0112,0.0012,0.002,0.0012,0.0005,0.0001,0.0016,0.0,0.0002,0.0014,0.011,0.0973
1715663700,0.0002,0.0006,0.0061,0.0015,0.0004,0.0221,0.0002,0.0362,0.0112,0.0012,0.0021,0.0012,0.0006,0.0002,0.0015,0.0002,0.0001,0.0014,0.0109,0.0979
1715664600,0.0001,0.0005,0.0061,0.0014,0.0004,0.0222,0.0003,0.0362,0.0111,0.001,0.0021,0.0011,0.0005,0.0003,0.0015,0.0002,0.0002,0.0014,0.0111,0.0977
1715665500,0.0001,0.0006,0.0062,0.0015,0.0004,0.0221,0.0001,0.0361,0.0113,0.0012,0.0019,0.001,0.0005,0.0003,0.0016,0.0003,0.0002,0.0013,0.0111,0.0978
1715666400,0.0003,0.0005,0.0061,0.0015,0.0003,0.0223,0.0001,0.0361,0.0111,0.0012,0.0019,0.0011,0.0005,0.0003,0.0015,0.0001,0.0001,0.0012,0.011,0.0972
1715667300,0.0001,0.0004,0.0061,0.0014,0.0004,0.0221,0.0001,0.0361,0.0112,0.0011,0.002,0.0011,0.0004,0.0002,0.0015,0.0104,0.0002,0.0014,0.0109,0.1071
1715668200,0.0001,0.0006,0.0061,0.0014,0.0003,0.0222,0.0003,0.0361,0.0113,0.0012,0.0021,0.0012,0.0005,0.0001,0.0015,0.0261,0.0002,0.0013,0.0109,0.1235
1715669100,0.0003,0.0005,0.0062,0.0015,0.0003,0.022,0.0002,0.0361,0.0111,0.0011,0.002,0.0011,0.0004,0.0002,0.0016,0.026,0.0001,0.0014,0.0109,0.123
1715670000,0.0001,0.0005,0.0062,0.0015,0.0003,0.0222,0.0001,0.0363,0.0111,0.0011,0.0021,0.001,0.0004,0.0002,0.0015,0.026,0.0003,0.0013,0.0109,0.1231
1715670900,0.0002,0.0005,0.0063,0.0015,0.0004,0.0223,0.0001,0.0362,0.0114,0.0011,0.0021,0.0011,0.0006,0.0001,0.0016,0.026,0.0003,0.0014,0.011,0.1242
1715671800,0.0002,0.0005,0.0061,0.0013,0.0003,0.022,0.0002,0.0361,0.0112,0.0011,0.0021,0.0011,0.0004,0.0002,0.0015,0.0261,0.0002,0.0015,0.011,0.1231
1715672700,0.0002,0.0004,0.0062,0.0014,0.0003,0.0222,0.0002,0.0362,0.0112,0.0011,0.0021,0.0011,0.0004,0.0003,0.0016,0.0003,0.0001,0.0014,0.0111,0.0978
1715673600,0.0001,0.0006,0.0061,0.0015,0.0004,0.0222,0.0002,0.0362,0.0112,0.001,0.002,0.001,0.0005,0.0003,0.0016,0.0001,0.0002,0.0013,0.0109,0.0974
1715674500,0.0001,0.0006,0.0062,0.0015,0.0003,0.0221,0.0001,0.0362,0.0112,0.0011,0.002,0.0011,0.0005,0.0001,0.0015,0.0002,0.0002,0.0013,0.0111,0.0974
1715675400,0.0001,0.0005,0.0062,0.0015,0.0004,0.0222,0.0002,0.0362,0.0113,0.001,0.002,0.0012,0.0005,0.0002,0.0015,0.0001,0.0002,0.0013,0.011,0.0976
1715676300,0.0,0.0006,0.0061,0.0015,0.0004,0.0221,0.0003,0.0361,0.0113,0.0012,0.002,0.0011,0.0004,0.0003,0.0016,0.0002,0.0003,0.0013,0.0109,0.0977
1715677200,0.0001,0.0006,0.0062,0.0015,0.0003,0.0222,0.0003,0.0362,0.0113,0.0012,0.0021,0.0012,0.0005,0.0002,0.0014,0.0002,0.0003,0.0013,0.0109,0.098
1715678100,0.0001,0.0006,0.0062,0.0016,0.0004,0.022,0.0002,0.0362,0.0113,0.0011,0.0021,0.0011,0.0005,0.0001,0.0015,0.0001,0.0001,0.0012,0.0111,0.0975
1715679000,0.0001,0.0006,0.0061,0.0015,0.0004,0.0221,0.0003,0.0362,0.0112,0.001,0.002,0.001,0.0005,0.0001,0.0015,0.0001,0.0002,0.0014,0.011,0.0973
1715679900,0.0001,0.0005,0.0061,0.0014,0.0004,0.0221,0.0002,0.0362,0.0113,0.001,0.002,0.0011,0.0004,0.0002,0.0014,0.0003,0.0001,0.0014,0.011,0.0972
1715680800,0.0001,0.0004,0.0061,0.0014,0.0004,0.0222,0.0002,0.0361,0.0112,0.0011,0.0019,0.001,0.0004,0.0002,0.0016,0.0084,0.0001,0.0014,0.0109,0.1051
1715681700,0.0001,0.0005,0.0062,0.0015,0.0003,0.0222,0.0001,0.0362,0.0113,0.0012,0.002,0.0011,0.0005,0.0002,0.0016,0.0207,0.0001,0.0013,0.0111,0.1182
1715682600,0.0002,0.0005,0.0062,0.0015,0.0003,0.0221,0.0002,0.0362,0.0113,0.001,0.0021,0.0011,0.0004,0.0001,0.0016,0.0206,0.0002,0.0014,0.0111,0.1181
1715683500,0.0002,0.0006,0.0061,0.0016,0.0004,0.0222,0.0003,0.036,0.0113,0.0011,0.0021,0.0012,0.0004,0.0002,0.0016,0.0207,0.0002,0.0013,0.0109,0.1184
1715684400,0.0001,0.0006,0.0061,0.0013,0.0004,0.0221,0.0003,0.0362,0.0112,0.0011,0.0021,0.0012,0.0004,0.0001,0.0016,0.0206,0.0002,0.0012,0.0111,0.1179
1715685300,0.0,0.0006,0.0063,0.0015,0.0005,0.0222,0.0002,0.0362,0.0112,0.0011,0.0021,0.0011,0.0005,0.0001,0.0015,0.0206,0.0003,0.0014,0.011,0.1184
1715686200,0.0001,0.0005,0.0062,0.0015,0.0005,0.0223,0.0002,0.0361,0.0112,0.0012,0.002,0.0012,0.0006,0.0001,0.0016,0.0206,0.0002,0.0014,0.0111,0.1186
1715687100,0.0002,0.0006,0.0062,0.0013,0.0003,0.0221,0.0002,0.0362,0.0113,0.001,0.0021,0.001,0.0005,0.0003,0.0016,0.0084,0.0002,0.0013,0.0109,0.1057
1715688000,0.0001,0.0005,0.0063,0.0014,0.0004,0.0221,0.0002,0.0362,0.0112,0.0012,0.0019,0.001,0.0004,0.0001,0.0016,0.0003,0.0002,0.0014,0.0111,0.0976
1715688900,0.0003,0.0005,0.0061,0.0016,0.0005,0.022,0.0002,0.0361,0.0113,0.0011,0.002,0.001,0.0005,0.0001,0.0016,0.0001,0.0002,0.0013,0.0109,0.0974
1715689800,0.0306,0.014,0.0081,0.0149,0.0011,0.0401,0.0001,0.0262,0.026,0.0032,0.0036,0.0036,0.0038,0.0085,0.0119,0.0001,0.0002,0.0015,0.0193,0.2168
1715690700,0.0307,0.014,0.0081,0.0148,0.0011,0.0401,0.0002,0.0262,0.0261,0.0031,0.0034,0.0035,0.004,0.0086,0.0119,0.0001,0.0001,0.0016,0.0192,0.2168
1715691600,0.0306,0.0142,0.0082,0.0148,0.0011,0.0399,0.0002,0.0261,0.0259,0.0033,0.0035,0.0035,0.0038,0.0084,0.012,0.0002,0.0001,0.0016,0.0193,0.2167
1715692500,0.0307,0.0142,0.0083,0.0149,0.001,0.04,0.0002,0.0263,0.0259,0.0032,0.0034,0.0035,0.0039,0.0086,0.0119,0.0002,0.0003,0.0016,0.0191,0.2172
1715693400,0.0306,0.0141,0.0083,0.0147,0.0011,0.0401,0.0003,0.0262,0.026,0.0032,0.0035,0.0035,0.0039,0.0086,0.012,0.0002,0.0001,0.0014,0.0191,0.2169
1715694300,0.0306,0.0142,0.0082,0.0148,0.0011,0.04,0.0003,0.0263,0.0259,0.0031,0.0035,0.0034,0.0038,0.0086,0.0118,0.0001,0.0001,0.0014,0.0191,0.2163
1715695200,0.0307,0.0141,0.0083,0.0148,0.0011,0.0401,0.0003,0.0263,0.026,0.0031,0.0034,0.0035,0.004,0.0086,0.012,0.0235,0.0001,0.0015,0.0191,0.2405
1715696100,0.0308,0.0141,0.0082,0.0148,0.001,0.04,0.0003,0.0262,0.026,0.0031,0.0035,0.0036,0.0038,0.0085,0.0119,0.0583,0.0003,0.0015,0.0192,0.2751
1715697000,0.0306,0.0141,0.0082,0.0147,0.0012,0.0399,0.0003,0.0261,0.0259,0.0033,0.0035,0.0035,0.0039,0.0086,0.012,0.0583,0.0002,0.0015,0.0192,0.275
1715697900,0.0306,0.0141,0.0083,0.0147,0.0011,0.0399,0.0002,0.0261,0.026,0.0032,0.0036,0.0036,0.0039,0.0084,0.0118,0.0584,0.0001,0.0016,0.0191,0.2747
1715698800,0.0307,0.0141,0.0081,0.0147,0.001,0.0401,0.0001,0.0261,0.026,0.0033,0.0035,0.0036,0.004,0.0086,0.0119,0.0583,0.0002,0.0016,0.0193,0.2752
1715699700,0.0307,0.014,0.0081,0.0147,0.0011,0.0401,0.0002,0.0261,0.0259,0.0031,0.0034,0.0036,0.0038,0.0086,0.0119,0.0583,0.0002,0.0015,0.0193,0.2746
1715700600,0.0307,0.0142,0.0081,0.0148,0.001,0.04,0.0003,0.0263,0.026,0.0031,0.0035,0.0035,0.0038,0.0085,0.012,0.0002,0.0002,0.0016,0.0192,0.217
1715701500,0.0306,0.014,0.0083,0.0148,0.0011,0.04,0.0002,0.0263,0.0259,0.0033,0.0034,0.0035,0.0039,0.0084,0.012,0.0002,0.0002,0.0015,0.0192,0.2168
1715702400,0.0307,0.0142,0.0083,0.0148,0.0011,0.0401,0.0001,0.0263,0.0258,0.0032,0.0035,0.0035,0.0039,0.0086,0.0119,0.0001,0.0002,0.0015,0.0192,0.217
1715703300,0.0307,0.0142,0.0083,0.0149,0.0011,0.0399,0.0002,0.0262,0.0259,0.0032,0.0035,0.0035,0.0038,0.0086,0.0119,0.0003,0.0003,0.0016,0.0191,0.2172
1715704200,0.0003,0.0048,0.0095,0.0129,0.0001,0.0323,0.0001,0.0001,0.0001,0.0002,0.0001,0.0002,0.0002,0.014,0.0001,0.0002,0.0001,0.0001,0.0001,0.0755
1715705100,0.0003,0.0047,0.0095,0.0131,0.0001,0.0323,0.0001,0.0002,0.0003,0.0001,0.0,0.0002,0.0002,0.0141,0.0001,0.0001,0.0003,0.0001,0.0003,0.0761
1715706000,0.0001,0.0047,0.0097,0.0131,0.0001,0.0321,0.0003,0.0001,0.0003,0.0003,0.0001,0.0001,0.0001,0.0141,0.0001,0.0003,0.0001,0.0002,0.0002,0.0761
1715706900,0.0001,0.0047,0.0096,0.0131,0.0001,0.0323,0.0001,0.0001,0.0002,0.0001,0.0002,0.0002,0.0001,0.0142,0.0002,0.0001,0.0001,0.0002,0.0003,0.076
1715707800,0.0002,0.0047,0.0097,0.0129,0.0001,0.0322,0.0003,0.0001,0.0001,0.0,0.0002,0.0001,0.0001,0.0141,0.0001,0.0001,0.0001,0.0001,0.0002,0.0754
1715708700,0.0002,0.0046,0.0096,0.013,0.0001,0.0321,0.0002,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0141,0.0002,0.0003,0.0002,0.0002,0.0001,0.0757
1715709600,0.0001,0.0046,0.0097,0.0129,0.0002,0.0321,0.0002,0.0001,0.0003,0.0002,0.0001,0.0002,0.0001,0.0141,0.0002,0.0002,0.0002,0.0002,0.0001,0.0758
1715710500,0.0003,0.0047,0.0096,0.0129,0.0002,0.0321,0.0001,0.0003,0.0002,0.0001,0.0001,0.0,0.0001,0.014,0.0002,0.0003,0.0002,0.0002,0.0001,0.0757
1715711400,0.0001,0.0044,0.0084,0.0079,0.0001,0.0338,0.0002,0.0003,0.0001,0.0002,0.0002,0.0001,0.0001,0.0134,0.0001,0.0003,0.0002,0.0001,0.0002,0.0702
1715712300,0.0001,0.0045,0.0086,0.0077,0.0002,0.0338,0.0002,0.0001,0.0002,0.0001,0.0001,0.0002,0.0002,0.0135,0.0003,0.0002,0.0001,0.0002,0.0002,0.0705
1715713200,0.0001,0.0044,0.0084,0.0077,0.0002,0.0337,0.0001,0.0001,0.0002,0.0002,0.0001,0.0001,0.0001,0.0136,0.0002,0.0001,0.0003,0.0,0.0002,0.0698
1715714100,0.0002,0.0044,0.0083,0.0078,0.0001,0.0338,0.0002,0.0003,0.0002,0.0002,0.0002,0.0001,0.0002,0.0134,0.0001,0.0001,0.0001,0.0001,0.0002,0.07
1715715000,0.0002,0.0045,0.0084,0.0079,0.0002,0.0338,0.0,0.0003,0.0001,0.0001,0.0003,0.0002,0.0001,0.0134,0.0002,0.0003,0.0001,0.0003,0.0002,0.0706
1715715900,0.0001,0.0044,0.0086,0.0078,0.0001,0.0338,0.0002,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0136,0.0003,0.0003,0.0001,0.0002,0.0002,0.0704
1715716800,0.0001,0.0044,0.0084,0.0076,0.0001,0.0337,0.0003,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0135,0.0003,0.0001,0.0001,0.0001,0.0002,0.0696
1715717700,0.0001,0.0044,0.0084,0.0077,0.0002,0.0339,0.0001,0.0002,0.0002,0.0001,0.0001,0.0002,0.0001,0.0134,0.0003,0.0001,0.0001,0.0002,0.0001,0.0699
1715718600,0.0001,0.0044,0.0085,0.0079,0.0002,0.0338,0.0002,0.0003,0.0002,0.0001,0.0001,0.0001,0.0,0.0136,0.0001,0.0001,0.0001,0.0001,0.0001,0.07
1715719500,0.0002,0.0044,0.0085,0.0078,0.0002,0.0336,0.0003,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0136,0.0001,0.0001,0.0002,0.0003,0.0001,0.0702
1715720400,0.0002,0.0043,0.0086,0.0079,0.0001,0.0337,0.0001,0.0002,0.0002,0.0001,0.0003,0.0002,0.0001,0.0135,0.0001,0.0003,0.0002,0.0001,0.0001,0.0703
1715721300,0.0001,0.0045,0.0085,0.0078,0.0002,0.0338,0.0003,0.0002,0.0002,0.0001,0.0001,0.0001,0.0001,0.0136,0.0001,0.0003,0.0003,0.0001,0.0001,0.0705
1715722200,0.0002,0.0045,0.0085,0.0077,0.0002,0.0339,0.0002,0.0002,0.0001,0.0001,0.0001,0.0001,0.0,0.0135,0.0003,0.0002,0.0003,0.0002,0.0003,0.0706
1715723100,0.0002,0.0045,0.0084,0.0078,0.0001,0.0338,0.0001,0.0001,0.0003,0.0002,0.0001,0.0002,0.0001,0.0135,0.0001,0.0001,0.0002,0.0002,0.0002,0.0702
1715724000,0.0002,0.0044,0.0086,0.0078,0.0001,0.0338,0.0001,0.0002,0.0002,0.0002,0.0002,0.0001,0.0002,0.0136,0.0002,0.0001,0.0,0.0001,0.0001,0.0702
1715724900,0.0002,0.0045,0.0085,0.0077,0.0001,0.0337,0.0001,0.0003,0.0003,0.0001,0.0002,0.0001,0.0001,0.0134,0.0001,0.0001,0.0002,0.0001,0.0003,0.0701
1715725800,0.0001,0.0043,0.0084,0.0078,0.0002,0.0336,0.0001,0.0001,0.0003,0.0,0.0001,0.0002,0.0001,0.0135,0.0002,0.0001,0.0002,0.0002,0.0003,0.0698
1715726700,0.0001,0.0044,0.0084,0.0078,0.0002,0.0338,0.0001,0.0001,0.0002,0.0,0.0002,0.0,0.0002,0.0134,0.0003,0.0002,0.0003,0.0001,0.0002,0.07
1715727600,0.0001,0.0044,0.0084,0.0077,0.0002,0.0337,0.0001,0.0002,0.0003,0.0001,0.0001,0.0002,0.0001,0.0134,0.0003,0.0001,0.0001,0.0002,0.0003,0.07
1715728500,0.0003,0.0043,0.0084,0.0077,0.0001,0.0338,0.0002,0.0003,0.0002,0.0001,0.0002,0.0002,0.0,0.0134,0.0002,0.0002,0.0001,0.0001,0.0002,0.07
1715729400,0.0002,0.0044,0.0086,0.0077,0.0002,0.0337,0.0003,0.0003,0.0002,0.0001,0.0001,0.0001,0.0001,0.0136,0.0002,0.0001,0.0003,0.0001,0.0003,0.0706
1715730300,0.0002,0.0045,0.0084,0.0078,0.0001,0.0338,0.0003,0.0001,0.0002,0.0002,0.0001,0.0001,0.0002,0.0136,0.0001,0.0002,0.0002,0.0001,0.0003,0.0705
1715731200,0.0001,0.0044,0.0084,0.0078,0.0001,0.0338,0.0002,0.0002,0.0003,0.0001,0.0002,0.0002,0.0001,0.0136,0.0003,0.0002,0.0002,0.0002,0.0001,0.0705
1715732100,0.0002,0.0045,0.0086,0.0079,0.0001,0.0337,0.0002,0.0002,0.0001,0.0001,0.0002,0.0002,0.0001,0.0135,0.0001,0.0002,0.0003,0.0002,0.0002,0.0706
1715733000,0.0001,0.0044,0.0051,0.003,0.0044,0.02,0.0002,0.009,0.0141,0.0002,0.0019,0.0012,0.0004,0.0001,0.0099,0.0001,0.0001,0.0011,0.0083,0.0836
1715733900,0.0001,0.0043,0.005,0.0029,0.0044,0.02,0.0001,0.009,0.0142,0.0002,0.0021,0.0013,0.0003,0.0003,0.0099,0.0001,0.0003,0.0011,0.0083,0.0839
1715734800,0.0002,0.0042,0.005,0.003,0.0043,0.02,0.0001,0.0092,0.014,0.0001,0.002,0.0012,0.0003,0.0001,0.0098,0.0001,0.0002,0.0011,0.0083,0.0832
1715735700,0.0002,0.0043,0.0051,0.0031,0.0043,0.02,0.0002,0.009,0.0141,0.0001,0.0021,0.0012,0.0003,0.0002,0.0099,0.0003,0.0001,0.0012,0.0082,0.0839
1715736600,0.0002,0.0043,0.005,0.0031,0.0043,0.0202,0.0001,0.0092,0.0142,0.0002,0.002,0.0013,0.0003,0.0003,0.01,0.0002,0.0002,0.0012,0.0082,0.0845
1715737500,0.0,0.0042,0.0051,0.0031,0.0042,0.02,0.0001,0.0091,0.0142,0.0001,0.0021,0.0012,0.0004,0.0001,0.01,0.0002,0.0002,0.0011,0.0082,0.0836
1715738400,0.0001,0.0044,0.005,0.003,0.0044,0.0201,0.0002,0.0091,0.0142,0.0001,0.0019,0.0012,0.0004,0.0002,0.0099,0.0002,0.0002,0.0013,0.0081,0.084
1715739300,0.0003,0.0043,0.0051,0.0031,0.0043,0.0201,0.0001,0.0092,0.0141,0.0001,0.002,0.0012,0.0004,0.0001,0.0099,0.0003,0.0001,0.0013,0.0082,0.0842
1715740200,0.0001,0.0043,0.0052,0.003,0.0043,0.0202,0.0002,0.0092,0.0142,0.0001,0.0021,0.0013,0.0003,0.0002,0.0099,0.0001,0.0002,0.0012,0.0081,0.0842
1715741100,0.0002,0.0043,0.005,0.003,0.0044,0.0201,0.0001,0.0092,0.0141,0.0001,0.002,0.0012,0.0004,0.0002,0.0099,0.0001,0.0002,0.0012,0.0081,0.0838
1715742000,0.0001,0.0043,0.0052,0.003,0.0043,0.02,0.0003,0.009,0.0143,0.0002,0.0021,0.0013,0.0004,0.0001,0.0099,0.0002,0.0002,0.0012,0.0083,0.0844
1715742900,0.0002,0.0044,0.0052,0.0029,0.0044,0.02,0.0002,0.0091,0.014,0.0001,0.0021,0.0013,0.0004,0.0003,0.0099,0.0002,0.0002,0.0013,0.0082,0.0844
1715743800,0.0002,0.0042,0.0051,0.0031,0.0043,0.02,0.0003,0.0091,0.0141,0.0001,0.002,0.0012,0.0003,0.0002,0.01,0.0002,0.0003,0.0012,0.0082,0.0841
1715744700,0.0001,0.0044,0.0051,0.003,0.0044,0.0202,0.0002,0.009,0.0141,0.0001,0.0021,0.0013,0.0004,0.0001,0.01,0.0001,0.0002,0.0012,0.0081,0.0841
1715745600,0.0001,0.0042,0.0052,0.0031,0.0042,0.02,0.0001,0.009,0.0141,0.0001,0.0019,0.0012,0.0003,0.0002,0.01,0.0003,0.0002,0.0012,0.0082,0.0836
1715746500,0.0001,0.0043,0.005,0.003,0.0042,0.02,0.0002,0.009,0.014,0.0001,0.0021,0.0012,0.0004,0.0001,0.01,0.0001,0.0002,0.0013,0.0083,0.0836
1715747400,0.0002,0.0043,0.0051,0.0031,0.0042,0.0201,0.0002,0.0091,0.0141,0.0002,0.002,0.0013,0.0004,0.0002,0.01,0.0002,0.0001,0.0012,0.0083,0.0843
1715748300,0.0002,0.0044,0.0052,0.0031,0.0043,0.02,0.0002,0.009,0.0141,0.0002,0.002,0.0012,0.0003,0.0001,0.01,0.0002,0.0001,0.0012,0.0081,0.0839
1715749200,0.0002,0.0043,0.005,0.003,0.0044,0.0202,0.0001,0.009,0.0141,0.0001,0.002,0.0013,0.0004,0.0002,0.0099,0.0002,0.0003,0.0011,0.0081,0.0839
1715750100,0.0002,0.0043,0.005,0.0031,0.0043,0.0201,0.0001,0.009,0.0142,0.0001,0.002,0.0013,0.0004,0.0001,0.0099,0.0001,0.0002,0.0012,0.0082,0.0838
1715751000,0.0002,0.0043,0.005,0.0031,0.0042,0.02,0.0001,0.009,0.0141,0.0002,0.0019,0.0013,0.0004,0.0002,0.0099,0.0001,0.0002,0.0012,0.0081,0.0835
1715751900,0.0002,0.0044,0.0051,0.0031,0.0043,0.02,0.0001,0.0092,0.0142,0.0002,0.0019,0.0012,0.0004,0.0002,0.0099,0.0002,0.0002,0.0013,0.0081,0.0842
1715752800,0.0,0.0043,0.0051,0.0031,0.0043,0.02,0.0001,0.0091,0.0142,0.0002,0.0019,0.0013,0.0003,0.0003,0.0099,0.0438,0.0002,0.0012,0.0082,0.1275
1715753700,0.0001,0.0042,0.005,0.003,0.0042,0.0202,0.0003,0.0091,0.0142,0.0001,0.002,0.0013,0.0004,0.0001,0.01,0.1089,0.0002,0.0011,0.0082,0.1926
1715754600,0.0001,0.0044,0.0052,0.003,0.0042,0.02,0.0002,0.0091,0.014,0.0002,0.002,0.0012,0.0004,0.0002,0.0099,0.1088,0.0002,0.0013,0.0081,0.1925
1715755500,0.0001,0.0043,0.005,0.0031,0.0043,0.0202,0.0002,0.0091,0.0141,0.0001,0.0021,0.0013,0.0003,0.0001,0.0099,0.0002,0.0,0.0011,0.0081,0.0836
1715756400,0.0001,0.0042,0.0052,0.003,0.0043,0.0201,0.0002,0.0091,0.0141,0.0001,0.0021,0.0013,0.0004,0.0001,0.0099,0.0003,0.0,0.0013,0.0083,0.0841
1715757300,0.0002,0.0044,0.0052,0.0031,0.0043,0.0201,0.0002,0.0092,0.0141,0.0001,0.0021,0.0012,0.0004,0.0002,0.01,0.0001,0.0003,0.0013,0.0081,0.0846
1715758200,0.0002,0.0044,0.0052,0.0031,0.0043,0.02,0.0003,0.009,0.0141,0.0001,0.002,0.0013,0.0004,0.0002,0.0099,0.0001,0.0003,0.0012,0.0083,0.0844
1715759100,0.0001,0.0042,0.0051,0.0031,0.0043,0.02,0.0001,0.009,0.014,0.0001,0.002,0.0012,0.0004,0.0002,0.0098,0.0001,0.0001,0.0012,0.0082,0.0832
1715760000,0.0001,0.0043,0.0051,0.0029,0.0044,0.02,0.0003,0.009,0.0142,0.0001,0.002,0.0013,0.0004,0.0003,0.0098,0.0002,0.0001,0.0011,0.0082,0.0838
1715760900,0.0001,0.0043,0.005,0.0031,0.0044,0.0202,0.0002,0.0091,0.0141,0.0002,0.002,0.0012,0.0004,0.0001,0.0099,0.0001,0.0001,0.0011,0.0081,0.0837
